household_id,income,household_size,building_type,home_age,sqft,region,utility,urban,dac_flag,baseline_gas_therms_year,baseline_elec_kwh_year,elec_rate_cents_kwh,gas_rate_dollars_therm,received_prior_rebate,adopted_heat_pump,adoption_probability,prob_decile
215,85010.0,1,apartment,2.0,1252.0,Midwest,UtilityA,1,0,793.35,1649.58,24.11,0.97,0,1,0.9752956,2
216,113635.0,2,single_family,9.0,2309.0,Midwest,UtilityB,1,0,567.02,2066.45,24.84,2.38,0,1,0.9715441,2
217,112429.0,4,single_family,28.0,1861.0,Midwest,UtilityC,0,0,351.94,2642.8,24.84,1.77,0,1,0.88156974,7
218,108845.0,4,single_family,22.0,2023.0,South,UtilityA,0,0,719.38,796.38,23.37,1.57,0,1,0.8718339,7
219,94086.0,6,single_family,48.0,1455.0,Northeast,UtilityA,1,0,1076.97,690.55,27.65,1.67,0,1,0.9567966,3
220,106720.0,5,multi_family,31.0,1327.0,West,UtilityC,0,0,228.47,839.86,19.6,1.29,0,1,0.96840155,2
221,126193.0,1,single_family,14.0,609.0,Northeast,UtilityA,0,0,406.14,1150.67,22.17,2.19,0,0,0.42415443,9
222,97751.0,1,single_family,49.0,2691.0,West,UtilityB,1,0,640.16,2690.33,19.77,1.7,0,1,0.8674144,7
223,29884.0,3,multi_family,45.0,2365.0,Northeast,UtilityA,1,0,731.89,3457.96,31.77,1.65,0,1,0.8455097,8
224,69144.0,6,single_family,2.0,2204.0,West,UtilityB,1,0,449.14,1697.74,25.06,2.03,0,1,0.92736447,5
225,105891.0,3,multi_family,35.0,2009.0,Midwest,UtilityA,0,0,790.4,1468.44,26.05,1.78,0,0,0.43191805,9
226,66187.0,6,multi_family,16.0,417.0,South,UtilityA,1,0,901.01,2024.49,23.79,1.35,0,1,0.8420282,8
227,133603.0,1,single_family,15.0,1349.0,Northeast,UtilityB,0,0,640.2,1299.65,21.77,1.61,0,1,0.9786137,2
228,83105.0,6,multi_family,67.0,1646.0,South,UtilityA,1,0,777.11,1977.93,32.68,1.85,0,1,0.90002257,6
229,87557.0,1,apartment,32.0,1151.0,Midwest,UtilityB,1,0,508.08,2647.26,26.86,1.65,0,1,0.9227879,5
230,118742.0,5,multi_family,26.0,784.0,Northeast,UtilityC,0,0,299.13,2031.76,20.72,1.09,0,1,0.94748,4
231,79515.0,6,single_family,32.0,1214.0,South,UtilityC,0,1,345.92,1090.56,20.91,2.19,1,0,0.92939645,5
232,90288.0,2,single_family,47.0,1829.0,Northeast,UtilityA,1,1,1169.78,1673.52,22.89,1.69,0,1,0.9516327,4
233,111974.0,2,apartment,16.0,1830.0,West,UtilityA,1,0,905.37,3627.54,19.84,1.47,0,1,0.98124987,2
234,40832.0,4,single_family,19.0,2345.0,South,UtilityA,1,0,334.63,2123.97,20.61,1.89,1,1,0.9535398,4
235,76441.0,5,single_family,43.0,3038.0,Northeast,UtilityB,1,1,318.64,1415.6,15.92,1.43,0,1,0.9372861,5
236,109875.0,1,single_family,0.0,2211.0,West,UtilityA,1,0,726.79,1284.67,12.42,1.01,1,1,0.9823381,1
237,86968.0,2,multi_family,50.0,1695.0,Northeast,UtilityC,1,0,1595.85,1397.86,29.91,1.62,0,1,0.97592235,2
238,129020.0,5,multi_family,0.0,2880.0,West,UtilityB,1,0,575.67,2375.52,19.97,1.89,1,1,0.9894599,1
239,37722.0,5,apartment,25.0,851.0,Midwest,UtilityA,0,0,376.22,1914.29,20.78,1.52,1,1,0.92618954,5
240,34300.0,1,apartment,0.0,553.0,South,UtilityA,0,0,811.08,1135.2,22.28,1.53,0,1,0.8956364,7
241,108091.0,6,single_family,9.0,1268.0,West,UtilityB,1,0,965.61,2585.25,24.78,1.55,0,1,0.9353518,5
242,110974.0,6,multi_family,56.0,2287.0,Northeast,UtilityC,1,0,727.14,3580.45,25.1,1.58,1,1,0.92167366,5
243,79202.0,6,single_family,51.0,1901.0,South,UtilityA,0,0,680.27,1954.28,26.12,1.68,0,0,0.3793278,10
244,97012.0,2,single_family,53.0,1123.0,Northeast,UtilityB,1,0,331.58,2783.49,24.3,1.94,0,0,0.46275347,9
245,107356.0,5,single_family,1.0,1364.0,South,UtilityA,1,0,818.11,1068.75,20.93,1.92,0,1,0.9245831,5
246,60584.0,1,apartment,9.0,1055.0,Northeast,UtilityC,1,0,733.18,1627.71,27.06,2.44,0,1,0.99359363,1
247,63795.0,2,single_family,37.0,1055.0,Northeast,UtilityB,1,0,471.35,1016.78,21.29,2.32,0,1,0.85729384,8
248,90692.0,1,single_family,44.0,2731.0,Northeast,UtilityB,1,0,283.8,2416.47,26.13,1.28,0,1,0.700685,9
249,112123.0,3,single_family,14.0,1714.0,South,UtilityA,0,0,452.15,1755.36,15.84,1.53,0,0,0.61031854,9
250,50021.0,5,single_family,18.0,2862.0,West,UtilityC,1,1,555.91,691.07,27.21,1.91,0,1,0.98299813,1
251,79062.0,2,single_family,7.0,1266.0,West,UtilityB,1,0,755.18,1076.53,18.43,0.91,1,1,0.96706665,3
252,77673.0,2,single_family,63.0,2095.0,South,UtilityA,1,0,955.98,1669.39,16.2,1.75,0,1,0.8687542,7
253,97539.0,2,single_family,21.0,1936.0,West,UtilityB,1,0,816.1,845.31,16.8,1.28,0,1,0.93357515,5
254,84739.0,2,single_family,31.0,2328.0,West,UtilityA,0,1,530.36,1105.38,22.81,1.6,0,1,0.91605014,6
255,68623.0,5,multi_family,32.0,1953.0,South,UtilityC,0,1,509.76,2691.96,31.14,1.63,1,1,0.9750929,2
256,122457.0,2,multi_family,52.0,2391.0,Midwest,UtilityB,1,1,880.4,1263.31,21.22,0.91,1,1,0.9722951,2
257,68822.0,2,multi_family,11.0,2133.0,South,UtilityA,1,0,650.92,1944.05,21.55,2.59,0,1,0.9618862,3
258,76237.0,2,single_family,53.0,1145.0,Northeast,UtilityA,0,0,191.05,2529.15,25.07,1.41,1,1,0.99173623,1
259,37255.0,2,single_family,4.0,2240.0,West,UtilityC,0,0,729.15,2342.28,19.7,2.2,0,0,0.3871618,10
260,63591.0,6,single_family,53.0,1738.0,South,UtilityC,1,0,473.68,3181.84,21.4,0.97,0,1,0.9727251,2
261,100482.0,2,apartment,0.0,1334.0,Midwest,UtilityB,0,0,872.51,2609.33,20.61,1.36,0,1,0.9822223,1
262,94618.0,3,single_family,28.0,2216.0,West,UtilityB,1,0,834.64,1915.96,29.87,1.94,0,1,0.9113754,6
263,102986.0,4,single_family,63.0,2353.0,Northeast,UtilityA,0,0,417.14,895.24,22.3,1.52,0,1,0.9143764,6
264,101529.0,2,apartment,44.0,1510.0,West,UtilityA,0,1,1243.05,1702.55,24.99,1.94,0,1,0.99648786,1
265,147631.0,3,apartment,38.0,1590.0,West,UtilityC,1,0,313.16,2350.54,19.15,1.87,0,1,0.94667476,4
266,62564.0,2,single_family,9.0,968.0,South,UtilityB,0,0,573.9,1184.74,17.44,1.28,1,1,0.9493379,4
267,36417.0,3,multi_family,15.0,717.0,South,UtilityA,0,0,300.11,2708.23,24.66,2.1,0,0,0.8426829,8
268,53483.0,1,single_family,57.0,1655.0,Northeast,UtilityA,0,1,706.28,1756.97,23.01,1.85,1,0,0.46690252,9
269,63890.0,3,single_family,39.0,2275.0,South,UtilityA,0,1,921.77,2345.3,26.12,1.04,0,0,0.23101972,10
270,55770.0,3,single_family,48.0,1456.0,West,UtilityA,0,0,730.85,2338.8,18.45,1.66,0,1,0.94331914,4
271,87810.0,3,apartment,31.0,2657.0,Northeast,UtilityC,0,1,461.74,2384.92,21.63,1.87,1,1,0.9518975,4
272,122580.0,1,single_family,24.0,1677.0,Midwest,UtilityA,0,1,300.0,1428.77,16.85,1.57,0,1,0.97417295,2
273,131190.0,6,multi_family,45.0,1679.0,Midwest,UtilityA,0,1,459.41,3200.2,20.02,1.63,0,1,0.99280655,1
274,100129.0,1,single_family,35.0,1627.0,South,UtilityC,1,1,739.96,2919.68,16.22,1.81,0,1,0.8852704,7
275,149238.0,1,multi_family,27.0,2389.0,South,UtilityA,1,0,346.92,1846.32,20.86,0.96,0,1,0.9535386,4
276,74309.0,1,multi_family,2.0,1225.0,Northeast,UtilityA,0,1,248.49,1047.09,27.23,1.53,0,1,0.98324466,1
277,36024.0,6,multi_family,49.0,1723.0,Midwest,UtilityB,0,0,503.96,1454.56,18.57,1.46,0,1,0.90194464,6
278,116595.0,2,apartment,39.0,1472.0,West,UtilityA,1,1,304.81,1426.82,18.52,1.92,0,1,0.79284906,8
279,29842.0,3,multi_family,18.0,1463.0,Northeast,UtilityA,1,0,637.48,868.98,21.33,1.39,1,0,0.39415386,10
280,62350.0,5,multi_family,54.0,1821.0,Midwest,UtilityB,1,1,531.0,1304.43,21.26,2.39,0,0,0.3904874,10
281,100603.0,1,single_family,35.0,1732.0,Northeast,UtilityC,0,1,495.65,324.92,25.08,1.38,0,1,0.9949667,1
282,81929.0,1,apartment,35.0,2431.0,West,UtilityC,0,0,1313.77,2168.9,16.8,1.16,0,1,0.8704856,7
283,79271.0,2,single_family,48.0,1794.0,Northeast,UtilityA,0,1,679.57,1630.96,11.98,2.1,0,1,0.917976,6
284,49576.0,5,single_family,43.0,2133.0,Midwest,UtilityB,0,0,221.85,2400.58,22.25,1.85,0,1,0.9208434,5
285,84676.0,6,single_family,36.0,1904.0,South,UtilityB,1,0,148.66,1536.49,28.76,1.76,0,1,0.918869,6
286,115110.0,4,single_family,26.0,2642.0,Northeast,UtilityA,1,0,1230.83,845.76,21.22,1.51,0,1,0.8549051,8
287,85599.0,6,single_family,70.0,1619.0,West,UtilityA,0,1,571.61,1027.55,23.58,1.47,0,1,0.8607111,8
288,60093.0,6,single_family,15.0,1620.0,West,UtilityB,0,0,473.53,1723.7,21.68,1.79,0,0,0.39944914,10
289,47574.0,2,single_family,45.0,2247.0,South,UtilityA,1,0,617.79,1717.37,24.98,1.38,0,1,0.93521863,5
290,60712.0,2,apartment,28.0,1610.0,South,UtilityC,0,0,319.92,1300.96,20.82,2.32,1,0,0.5982262,9
291,96770.0,1,apartment,39.0,2099.0,Northeast,UtilityA,1,0,522.01,1277.94,21.71,1.7,0,0,0.42863512,9
292,95308.0,5,single_family,55.0,3203.0,South,UtilityA,0,0,860.97,2451.59,28.55,1.5,0,1,0.9654849,3
293,60985.0,5,apartment,24.0,1213.0,Midwest,UtilityC,1,1,486.81,731.4,26.58,1.44,1,1,0.9736443,2
294,18677.0,6,single_family,42.0,2719.0,South,UtilityC,0,0,433.81,2003.14,19.23,1.12,0,0,0.28708413,10
295,97600.0,4,single_family,35.0,1505.0,Northeast,UtilityA,1,1,391.78,1554.92,19.34,1.89,0,0,0.37885353,10
296,58069.0,6,apartment,17.0,2603.0,South,UtilityB,1,0,802.22,2448.31,19.62,1.29,0,1,0.93420887,5
297,105672.0,6,multi_family,55.0,2212.0,Midwest,UtilityC,1,1,643.72,3711.41,17.5,1.55,0,0,0.9673109,3
298,62317.0,5,multi_family,44.0,2160.0,South,UtilityA,1,0,1232.35,966.68,19.79,2.62,0,1,0.9232649,5
299,55363.0,5,single_family,21.0,1709.0,Northeast,UtilityB,1,0,1144.93,2276.29,21.51,0.88,0,1,0.88832384,7
300,89595.0,1,single_family,52.0,1650.0,Midwest,UtilityB,1,0,502.07,2229.68,18.91,1.56,0,1,0.918192,6
301,155731.0,5,single_family,13.0,1367.0,South,UtilityA,1,0,720.33,1213.92,24.05,1.05,0,1,0.9473191,4
302,107471.0,6,apartment,29.0,1804.0,South,UtilityC,0,0,464.61,1409.32,15.31,1.39,0,1,0.88087326,7
303,89087.0,2,single_family,21.0,1690.0,West,UtilityC,1,1,432.12,1604.43,17.28,1.54,0,1,0.8833385,7
304,95766.0,5,single_family,45.0,1915.0,Midwest,UtilityA,1,0,419.07,2190.95,24.64,1.08,0,1,0.9221186,5
305,32467.0,3,single_family,20.0,954.0,Northeast,UtilityA,1,0,398.58,1812.77,29.6,1.76,0,0,0.23720476,10
306,51330.0,2,multi_family,45.0,1814.0,South,UtilityC,1,0,863.91,2979.94,23.01,2.19,0,1,0.923661,5
307,15000.0,5,single_family,42.0,2558.0,Midwest,UtilityB,0,1,429.72,1163.41,18.66,1.73,0,1,0.886071,7
308,136896.0,1,multi_family,22.0,2366.0,West,UtilityA,1,0,470.24,1702.27,17.55,1.94,0,1,0.9605973,3
309,130822.0,3,single_family,67.0,1814.0,Midwest,UtilityB,0,0,638.85,1972.09,20.5,2.25,0,1,0.9821879,1
310,96785.0,6,single_family,15.0,3337.0,West,UtilityB,0,0,613.42,1515.86,27.07,1.84,1,1,0.99107295,1
311,89053.0,1,single_family,2.0,1454.0,South,UtilityA,1,0,587.01,1087.53,24.06,0.7,0,0,0.6876957,9
312,38452.0,1,single_family,47.0,1748.0,Northeast,UtilityA,1,0,930.53,2733.99,17.05,1.67,0,1,0.90738636,6
313,78421.0,6,multi_family,0.0,930.0,South,UtilityC,0,0,424.45,1938.22,23.45,0.7,0,1,0.92384464,5
314,138772.0,5,multi_family,60.0,1558.0,South,UtilityC,0,0,397.78,731.56,27.74,1.31,0,1,0.9733698,2
315,88942.0,3,single_family,32.0,2873.0,South,UtilityA,0,0,116.77,1329.79,26.72,1.0,0,1,0.74756867,9
316,68061.0,3,single_family,1.0,1581.0,Midwest,UtilityA,0,0,728.62,1192.41,27.32,1.71,0,1,0.7496271,9
317,32258.0,6,single_family,11.0,883.0,South,UtilityA,0,0,717.85,3277.39,25.2,1.24,0,0,0.1153469,10
318,126409.0,5,apartment,0.0,2323.0,South,UtilityB,1,1,891.98,1567.68,16.87,1.72,0,1,0.98179674,1
319,82897.0,6,apartment,38.0,2034.0,South,UtilityA,0,0,499.69,3032.56,18.77,1.91,0,1,0.9386267,5
320,32298.0,1,multi_family,3.0,2298.0,South,UtilityB,1,0,536.47,2109.54,28.96,1.22,0,1,0.88167816,7
321,57272.0,4,single_family,40.0,1622.0,West,UtilityA,1,0,847.58,2059.93,20.64,1.7,1,1,0.89475405,7
322,46674.0,5,single_family,24.0,1196.0,South,UtilityC,1,0,457.18,1308.43,14.41,0.7,0,1,0.94579864,4
323,81048.0,1,apartment,20.0,1690.0,South,UtilityC,0,1,567.07,1558.64,24.43,1.0,0,1,0.8226717,8
324,91220.0,4,single_family,40.0,2133.0,Midwest,UtilityB,1,0,922.94,948.75,26.25,2.11,0,1,0.9386383,5
325,69903.0,1,multi_family,42.0,1757.0,Northeast,UtilityA,1,0,708.02,2579.5,21.68,1.25,0,1,0.88074607,7
326,108311.0,6,apartment,53.0,2033.0,Midwest,UtilityB,1,0,491.41,2589.91,24.2,1.39,0,1,0.7824943,9
327,87364.0,5,multi_family,17.0,1478.0,South,UtilityA,1,0,839.17,2060.27,18.69,1.27,0,1,0.8629068,8
328,116869.0,2,multi_family,29.0,2055.0,West,UtilityA,1,1,543.99,1808.32,20.14,0.91,0,1,0.9638296,3
329,74284.0,4,single_family,17.0,1798.0,Midwest,UtilityB,1,0,847.66,1651.37,14.76,1.19,0,1,0.9766407,2
330,176360.0,1,apartment,33.0,1376.0,South,UtilityC,0,0,642.97,3267.57,17.71,1.6,0,1,0.9947137,1
331,68065.0,5,single_family,14.0,1884.0,Northeast,UtilityC,1,1,448.6,2753.39,27.75,1.45,0,1,0.9728396,2
332,57900.0,2,apartment,22.0,1568.0,Northeast,UtilityA,0,1,333.02,1942.55,10.0,2.03,1,1,0.9562398,3
333,54211.0,4,single_family,22.0,2170.0,Midwest,UtilityB,1,0,783.45,1420.53,20.45,1.35,0,0,0.74658346,9
334,78672.0,1,multi_family,36.0,2324.0,South,UtilityA,1,0,817.6,1361.43,19.86,1.6,0,0,0.40441027,10
335,33414.0,1,apartment,30.0,2101.0,Northeast,UtilityB,0,0,978.56,3158.17,24.38,1.38,0,0,0.20921513,10
336,93837.0,6,single_family,40.0,819.0,Northeast,UtilityA,1,1,739.16,1238.33,13.47,1.97,0,0,0.315867,10
337,27841.0,3,single_family,28.0,1221.0,South,UtilityB,0,0,518.85,1700.87,18.95,1.03,0,1,0.8732988,7
338,89850.0,1,single_family,18.0,1418.0,South,UtilityC,1,0,632.25,2223.38,19.65,1.79,1,1,0.9465092,4
339,44462.0,5,multi_family,34.0,1322.0,South,UtilityA,0,1,582.24,2494.62,23.62,1.76,1,1,0.95402044,4
340,73561.0,2,multi_family,12.0,1474.0,Midwest,UtilityC,1,0,510.84,2010.59,21.96,1.27,1,0,0.48926312,9
341,103136.0,4,single_family,41.0,2355.0,Midwest,UtilityB,0,0,314.42,1834.67,15.38,1.56,0,1,0.9511577,4
342,154121.0,5,apartment,24.0,2219.0,Northeast,UtilityB,1,0,336.47,1786.5,20.64,1.75,0,1,0.99709463,1
343,52660.0,5,apartment,34.0,1546.0,Midwest,UtilityB,1,1,795.38,1613.24,18.89,1.32,1,1,0.91394466,6
344,80490.0,2,apartment,34.0,2155.0,South,UtilityA,1,0,388.86,1092.09,23.85,1.31,0,0,0.8044233,8
345,63287.0,2,multi_family,62.0,1997.0,South,UtilityA,1,0,498.61,2367.97,21.02,1.11,0,1,0.87040335,7
346,58904.0,2,apartment,38.0,1780.0,West,UtilityA,1,0,253.13,1434.66,28.99,2.41,0,1,0.97293144,2
347,63551.0,4,apartment,31.0,2489.0,West,UtilityB,1,1,263.28,1004.3,19.34,1.41,0,1,0.87998366,7
348,109722.0,5,single_family,16.0,1403.0,Northeast,UtilityA,0,1,392.77,1139.17,19.73,1.11,0,1,0.9652755,3
349,70358.0,4,apartment,46.0,1832.0,Midwest,UtilityA,1,0,782.45,1933.64,19.87,0.89,0,1,0.9505073,4
350,152479.0,3,single_family,25.0,1169.0,West,UtilityC,0,0,802.44,2317.4,21.23,1.28,1,1,0.9895364,1
351,97479.0,1,apartment,0.0,1198.0,Midwest,UtilityB,1,1,616.27,1905.42,25.37,1.71,0,1,0.8819621,7
352,54700.0,6,multi_family,26.0,984.0,South,UtilityA,0,1,416.54,1677.06,20.23,1.5,0,1,0.70534086,9
353,73999.0,4,multi_family,34.0,1208.0,South,UtilityB,1,0,1022.48,1738.37,20.42,1.74,0,0,0.36808553,10
354,60945.0,4,single_family,14.0,1850.0,South,UtilityA,1,0,494.71,1255.28,23.43,1.89,0,1,0.9044138,6
355,109002.0,1,single_family,28.0,1619.0,Northeast,UtilityB,1,1,1064.64,2609.26,18.21,1.54,0,0,0.4486019,9
356,35837.0,2,single_family,29.0,1638.0,Midwest,UtilityA,1,1,673.87,1148.35,24.52,1.55,0,0,0.49087742,9
357,44771.0,2,multi_family,29.0,1621.0,Northeast,UtilityA,1,0,865.14,2033.5,20.49,2.23,0,1,0.8048247,8
358,67254.0,4,apartment,55.0,2864.0,Northeast,UtilityC,1,0,867.29,2535.73,18.39,1.89,0,1,0.88277024,7
359,105488.0,5,single_family,4.0,1118.0,Northeast,UtilityA,1,0,219.97,1961.24,14.64,1.75,0,1,0.98514706,1
360,121992.0,6,single_family,71.0,1054.0,South,UtilityA,1,1,331.77,2247.34,17.59,1.46,1,1,0.8846835,7
361,126416.0,4,multi_family,29.0,1293.0,South,UtilityA,1,0,478.38,1304.55,21.17,1.87,1,1,0.940193,4
362,100894.0,3,single_family,42.0,1757.0,Northeast,UtilityA,0,0,392.06,2005.93,21.63,1.74,1,1,0.9638213,3
363,82513.0,3,single_family,33.0,2109.0,Northeast,UtilityC,0,0,692.15,2472.74,20.86,1.73,1,1,0.781042,9
364,108839.0,5,single_family,0.0,2171.0,West,UtilityA,0,1,717.22,2375.08,16.08,1.89,0,1,0.986853,1
365,50665.0,2,multi_family,9.0,2367.0,Northeast,UtilityA,1,1,458.41,2484.36,21.15,1.73,0,1,0.82555753,8
366,29660.0,3,single_family,20.0,1735.0,Midwest,UtilityC,1,1,435.42,1570.19,15.79,0.99,1,1,0.93314886,5
367,98099.0,5,apartment,50.0,1562.0,South,UtilityA,1,0,837.16,2667.82,16.92,1.62,1,1,0.9796085,2
368,54830.0,4,single_family,2.0,2780.0,Northeast,UtilityA,1,1,439.01,1871.0,26.34,1.15,1,1,0.9433357,4
369,83041.0,3,single_family,13.0,300.0,Northeast,UtilityA,0,1,904.8,1535.26,21.46,1.85,0,1,0.9691004,2
370,88589.0,5,multi_family,33.0,1838.0,Northeast,UtilityC,1,0,623.58,3180.23,23.69,0.97,0,1,0.8987555,6
371,92444.0,2,apartment,39.0,2058.0,West,UtilityB,1,0,624.77,742.42,27.6,1.59,0,1,0.91004753,6
372,113134.0,1,single_family,39.0,2924.0,South,UtilityB,0,1,355.21,1813.27,21.64,1.62,0,1,0.969813,2
373,109962.0,5,apartment,10.0,804.0,South,UtilityB,0,0,760.54,1337.25,25.71,1.14,0,0,0.3106994,10
374,90850.0,3,multi_family,0.0,1548.0,West,UtilityB,0,0,328.18,2369.29,23.42,1.57,1,1,0.94095796,4
375,71740.0,2,apartment,41.0,985.0,South,UtilityB,0,0,759.9,1292.32,18.99,1.91,0,1,0.8837439,7
376,88233.0,1,single_family,59.0,721.0,Midwest,UtilityC,0,0,715.86,878.28,21.29,1.38,0,1,0.9634861,3
377,67114.0,6,single_family,23.0,1677.0,South,UtilityB,1,0,723.29,1492.15,18.86,1.72,1,1,0.86054355,8
378,79107.0,5,single_family,7.0,2300.0,South,UtilityC,1,1,714.81,1557.8,24.31,1.8,0,0,0.25052643,10
379,163545.0,2,multi_family,21.0,2524.0,Midwest,UtilityA,0,0,835.75,1395.14,25.86,1.17,0,1,0.973505,2
380,90466.0,4,apartment,38.0,1481.0,West,UtilityA,1,1,682.34,1014.1,16.4,1.62,0,1,0.94209796,4
381,98507.0,3,single_family,25.0,2200.0,Northeast,UtilityB,1,0,223.98,1670.41,18.35,1.52,0,1,0.94271004,4
382,63836.0,2,single_family,58.0,1681.0,Northeast,UtilityA,1,0,651.26,800.56,20.44,1.59,0,1,0.8950884,7
383,115602.0,2,single_family,48.0,2134.0,Midwest,UtilityA,1,1,377.32,1669.31,18.61,0.96,0,1,0.87536705,7
384,107808.0,1,single_family,34.0,2493.0,Northeast,UtilityA,1,0,284.44,1698.08,20.93,1.04,1,1,0.9392006,4
385,108021.0,6,apartment,0.0,1683.0,West,UtilityA,0,0,350.04,3044.06,23.32,2.09,0,1,0.99591714,1
386,91447.0,6,single_family,16.0,2446.0,South,UtilityC,1,1,419.26,1929.09,27.01,1.9,1,1,0.9715182,2
387,116026.0,6,multi_family,19.0,1072.0,Northeast,UtilityA,1,0,731.98,819.18,19.84,1.69,0,0,0.40180033,10
388,123151.0,2,single_family,15.0,2194.0,South,UtilityB,1,0,497.76,2128.16,19.66,1.96,0,1,0.96118855,3
389,93493.0,6,apartment,34.0,2420.0,West,UtilityA,0,0,829.0,3239.28,23.35,1.07,1,1,0.7994644,8
390,81562.0,2,multi_family,34.0,2358.0,South,UtilityB,1,1,403.12,1298.13,21.66,1.51,0,1,0.8457635,8
391,111837.0,5,single_family,0.0,1089.0,South,UtilityA,1,0,505.36,1700.85,15.63,1.47,0,1,0.96399665,3
392,57876.0,1,multi_family,46.0,1677.0,South,UtilityA,0,0,411.84,1565.47,18.41,1.29,1,1,0.9575732,3
393,63461.0,2,multi_family,30.0,1981.0,Midwest,UtilityA,1,1,190.17,1740.29,20.46,1.15,0,1,0.93310267,5
394,83401.0,4,apartment,37.0,2066.0,South,UtilityA,1,0,571.93,495.38,24.97,2.13,0,1,0.91266125,6
395,32759.0,6,single_family,45.0,1870.0,South,UtilityA,0,0,1499.67,1716.7,26.29,1.35,0,1,0.9099791,6
396,109828.0,2,single_family,15.0,2658.0,West,UtilityB,1,0,289.41,1689.09,17.61,1.78,0,1,0.85205805,8
397,56113.0,3,single_family,55.0,1023.0,West,UtilityC,1,0,762.7,1355.24,18.77,1.73,0,1,0.90693045,6
398,70855.0,6,multi_family,27.0,1656.0,West,UtilityB,0,0,838.39,1613.74,25.3,2.02,0,0,0.39806792,10
399,78602.0,3,single_family,60.0,787.0,Northeast,UtilityB,1,0,585.07,1814.73,20.0,1.89,1,1,0.83944666,8
400,86179.0,5,apartment,12.0,2173.0,West,UtilityB,1,0,305.59,1891.94,23.27,1.48,0,1,0.8830962,7
401,74690.0,3,single_family,59.0,2133.0,South,UtilityA,0,0,1296.77,2018.66,21.08,1.09,0,1,0.871776,7
402,82979.0,1,apartment,12.0,3809.0,Midwest,UtilityB,1,0,710.12,801.16,21.97,1.96,0,1,0.9554914,3
403,83211.0,2,single_family,81.0,2416.0,West,UtilityB,1,0,1063.54,2798.38,20.18,2.09,0,1,0.9691059,2
404,71589.0,4,single_family,11.0,1999.0,West,UtilityA,0,0,244.3,2241.36,26.31,2.59,0,1,0.9709563,2
405,61804.0,1,single_family,51.0,1953.0,West,UtilityB,1,0,428.41,1894.77,15.63,1.99,1,1,0.9047795,6
406,117444.0,2,multi_family,23.0,1610.0,Northeast,UtilityA,1,1,292.12,1545.02,20.25,1.34,0,1,0.8692027,7
407,21868.0,6,apartment,44.0,1878.0,Northeast,UtilityA,0,0,877.14,3816.25,25.93,1.4,0,0,0.19189298,10
408,78829.0,1,single_family,29.0,1966.0,West,UtilityB,1,0,244.21,806.43,20.98,0.77,0,1,0.76881695,9
409,70933.0,2,single_family,8.0,621.0,West,UtilityB,0,0,528.52,2008.95,21.37,1.28,0,1,0.9398616,4
410,97564.0,4,apartment,0.0,1918.0,Midwest,UtilityB,1,1,502.65,2407.49,25.65,1.09,0,1,0.71297455,9
411,41371.0,4,single_family,80.0,1861.0,Midwest,UtilityA,1,0,210.45,1821.28,23.66,1.84,0,1,0.9070825,6
412,70006.0,2,single_family,31.0,2852.0,South,UtilityB,1,1,738.85,1322.62,25.18,1.98,0,1,0.9538167,4
413,81929.0,1,apartment,0.0,1721.0,Northeast,UtilityC,0,0,678.94,2117.12,26.59,2.5,0,1,0.9893099,1
414,117102.0,6,single_family,36.0,1341.0,South,UtilityA,1,0,416.91,1136.07,16.02,2.83,0,1,0.7591732,9
415,94966.0,4,single_family,44.0,1961.0,West,UtilityB,0,1,1062.75,2413.56,19.96,1.7,0,1,0.9768345,2
416,49495.0,4,single_family,16.0,1845.0,Midwest,UtilityA,0,0,230.41,1089.05,18.49,1.37,0,0,0.95881957,3
417,70376.0,1,multi_family,16.0,1722.0,South,UtilityB,0,0,174.84,2916.17,23.08,1.44,0,1,0.8934093,7
418,111582.0,2,single_family,30.0,1033.0,South,UtilityA,1,1,597.89,2120.07,25.94,1.32,0,0,0.4575402,9
419,48977.0,1,apartment,54.0,1706.0,Midwest,UtilityB,0,0,350.06,1856.34,11.77,2.54,0,1,0.96838033,2
420,82641.0,6,single_family,32.0,1452.0,South,UtilityA,1,0,538.75,1650.3,15.44,0.7,0,0,0.28065062,10
421,84726.0,5,apartment,59.0,1670.0,South,UtilityA,1,0,933.65,1727.27,13.48,2.25,0,1,0.97528607,2
422,73427.0,4,single_family,53.0,2239.0,West,UtilityA,0,0,283.08,1189.75,18.3,1.23,1,1,0.9470059,4
423,165873.0,5,single_family,25.0,1395.0,South,UtilityA,0,1,882.03,1805.46,21.87,1.44,0,1,0.99012554,1
424,72618.0,1,single_family,0.0,1667.0,West,UtilityC,0,0,294.03,1492.29,28.16,0.7,0,1,0.9774745,2
425,98493.0,6,single_family,25.0,2125.0,Northeast,UtilityA,1,1,454.07,1438.57,16.44,2.02,0,1,0.87887025,7
426,62011.0,4,single_family,41.0,1638.0,West,UtilityA,1,0,967.25,3712.81,31.24,1.92,0,1,0.89783895,7
427,100832.0,4,apartment,31.0,3366.0,South,UtilityC,0,1,746.0,1504.52,23.75,1.16,0,1,0.9770372,2
428,111124.0,6,multi_family,43.0,1949.0,Midwest,UtilityA,1,1,362.84,1592.72,23.9,2.04,1,1,0.9392311,4
429,67361.0,1,multi_family,47.0,1055.0,Northeast,UtilityB,0,1,647.95,2612.14,24.5,1.97,0,1,0.9305509,5
